id,household_id,age,gender,education,occupation,digital_access_score
88,88,63,male,secondary,student,0.4502627088206435
89,89,24,female,secondary,agriculture,0.2895231378414187
90,90,49,female,none,unemployed,0.06878096015215739
91,91,56,female,primary,informal_trade,0.21351496596499608
92,92,52,male,graduate,agriculture,0.0
93,93,25,male,graduate,agriculture,0.6344839374094942
94,94,70,male,secondary,self_employed,0.4663647953966459
95,95,24,male,graduate,salaried_govt,0.8932106505485474
96,96,49,male,secondary,informal_trade,0.5408835980730589
97,97,32,male,none,salaried_private,0.30827547575548186
98,98,46,female,primary,unemployed,0.16991058713266688
99,99,33,male,primary,student,0.5483738590315187
100,100,32,female,graduate,informal_trade,0.26608859042892524
101,101,55,female,graduate,salaried_govt,0.8062179395603027
102,102,35,female,secondary,student,0.2730680360763861
103,103,39,female,postgraduate,informal_trade,0.6934751217301998
104,104,23,female,secondary,unemployed,0.487228523138329
105,105,72,female,primary,salaried_govt,0.2466815927816055
106,106,39,male,secondary,student,0.4777526631439551
107,107,59,female,graduate,agriculture,0.9307520153857745
108,108,34,male,secondary,agriculture,0.4658788648859918
109,109,62,male,primary,informal_trade,0.3557113338409146
110,110,30,male,primary,salaried_private,0.11019883675517203
111,111,64,female,secondary,self_employed,0.01702871838165182
112,112,31,male,graduate,agriculture,0.6096853841244368
113,113,30,female,primary,unemployed,0.2594326503717567
114,114,35,female,graduate,informal_trade,0.3385535885159882
115,115,72,female,postgraduate,student,0.6415162552910845
116,116,41,male,secondary,unemployed,0.19846827015722832
117,117,66,male,primary,self_employed,0.3817311065385641
118,118,73,female,secondary,salaried_private,0.31380869528989885
119,119,71,female,postgraduate,agriculture,0.8447103602883976
120,120,18,male,primary,agriculture,0.2730976060088785
121,121,68,female,none,unemployed,0.46812465337004305
122,122,35,female,primary,salaried_govt,0.28468084287285583
123,123,57,male,postgraduate,student,0.7064372021497707
124,124,46,male,secondary,salaried_govt,0.0
125,125,63,male,none,unemployed,0.42917068289450744
126,126,48,male,primary,salaried_govt,0.4394213013928365
127,127,58,female,primary,unemployed,0.2307493291693647
128,128,73,male,none,salaried_govt,0.07905229146163943
129,129,70,male,none,informal_trade,0.0
130,130,64,male,primary,salaried_govt,0.03485345239106841
131,131,66,female,none,self_employed,0.4569634343471114
132,132,53,male,graduate,unemployed,0.6866923625594651
133,133,38,female,primary,agriculture,0.48914487501131887
134,134,21,male,secondary,self_employed,0.7417862759623464
135,135,27,female,graduate,agriculture,0.8975515622106544
136,136,46,female,primary,salaried_private,0.40256328430357025
137,137,36,female,none,salaried_private,0.5120098406881014
138,138,35,female,graduate,agriculture,0.6966711283519451
139,139,55,female,primary,informal_trade,0.15990087969254102
140,140,34,male,graduate,salaried_private,0.3972617817892643
141,141,55,female,none,salaried_private,0.5137212141089637
142,142,41,female,secondary,agriculture,0.34481601542450047
143,143,49,female,primary,salaried_govt,0.2625990338939871
144,144,45,male,none,self_employed,0.057157817270473685
145,145,44,female,primary,self_employed,0.4205157692637942
146,146,65,female,none,student,0.3272629721820749
147,147,55,male,primary,informal_trade,0.23442878029865924
148,148,56,male,postgraduate,self_employed,0.5434198721727022
149,149,62,male,none,salaried_private,0.45647987197682505
150,150,69,female,secondary,informal_trade,0.6553632131494624
151,151,50,male,primary,student,0.444618760289508
152,152,61,male,none,informal_trade,0.17941073770781757
153,153,32,male,none,informal_trade,0.20397071788238363
154,154,33,male,primary,self_employed,0.0
155,155,68,female,postgraduate,informal_trade,0.6188301596641858
156,156,48,male,primary,student,0.12563647919503768
157,157,38,female,none,agriculture,0.14367616116914098
158,158,22,male,postgraduate,salaried_private,0.8168951729537389
159,159,54,female,secondary,unemployed,0.2475167984027729
160,160,72,male,primary,self_employed,0.0
161,161,56,female,primary,informal_trade,0.0
162,162,26,male,primary,self_employed,0.40962844354067074
163,163,69,female,secondary,unemployed,0.47173737650823194
164,164,31,male,primary,unemployed,0.25029394058904936
165,165,41,female,postgraduate,salaried_govt,0.41959725483551646
166,166,23,male,graduate,unemployed,0.7346366674700823
167,167,26,female,secondary,salaried_govt,0.5649525728084843
168,168,43,female,primary,student,0.1384547778181167
169,169,27,female,primary,agriculture,0.33768621034736174
170,170,39,female,graduate,self_employed,0.966215716753607
171,171,50,female,graduate,informal_trade,0.2866801382982933
172,172,27,female,secondary,salaried_private,0.5182952426997492
173,173,72,male,secondary,informal_trade,0.7854019520876909
174,174,49,female,primary,informal_trade,0.0
175,175,25,male,secondary,student,0.39282002692832635
176,176,44,female,graduate,salaried_private,0.5174765616806422
177,177,58,female,secondary,student,0.4357701735121183
178,178,59,female,postgraduate,student,0.41830995282573963
179,179,28,female,secondary,unemployed,0.7129712386564406
180,180,74,female,primary,agriculture,0.3439908801129746
181,181,69,female,none,informal_trade,0.44393900845914935
182,182,50,male,graduate,agriculture,0.6280663594508441
183,183,69,female,postgraduate,salaried_private,0.5753967677698665
184,184,35,female,secondary,self_employed,0.3598188885813589
185,185,22,female,primary,student,0.015293597184440788
186,186,43,male,none,self_employed,0.0
187,187,61,female,none,unemployed,0.32339826945049105
188,188,69,male,secondary,student,0.49348137054323077
189,189,32,male,secondary,student,0.7796008873748425
190,190,65,male,primary,unemployed,0.29499837026800224
191,191,27,male,secondary,self_employed,0.5266075599005535
192,192,66,male,none,student,0.37145596900908967
193,193,18,male,secondary,unemployed,0.21466711349823717
194,194,67,male,secondary,informal_trade,0.7377105392140088
195,195,33,female,secondary,student,0.5533667006584868
196,196,73,female,postgraduate,salaried_private,0.6031071071089438
197,197,46,male,primary,salaried_private,0.29815186618991585
198,198,28,male,none,salaried_private,0.3983461343828304
199,199,56,female,postgraduate,agriculture,0.8985958379763342
200,200,53,male,primary,student,0.6224153345174709
201,201,66,female,graduate,self_employed,0.6350785062395643
202,202,33,female,graduate,salaried_private,0.7803302253659974
203,203,18,female,primary,unemployed,0.42389235695704586
204,204,45,female,postgraduate,salaried_private,0.7905347034610565
205,205,42,male,graduate,agriculture,0.3394118897568125
206,206,47,male,secondary,student,0.8690731610723766
207,207,34,male,none,agriculture,0.0798024194673276
208,208,38,female,primary,salaried_govt,0.462537339984643
209,209,63,female,postgraduate,agriculture,0.4180892771850508
210,210,74,female,none,unemployed,0.36290024471893495
211,211,66,male,secondary,self_employed,0.49107262284410097
212,212,51,female,secondary,salaried_private,0.47400292321381876
213,213,36,female,graduate,unemployed,0.930433826814979
214,214,36,female,secondary,self_employed,0.7372246186826164
215,215,26,male,primary,salaried_govt,0.12185818892182657
216,216,34,female,secondary,salaried_private,0.5329338990039386
217,217,70,female,graduate,salaried_private,0.6316263931909318
218,218,26,female,primary,salaried_govt,0.4362634998477844
219,219,37,female,secondary,salaried_govt,0.8057205429929288
220,220,49,male,secondary,informal_trade,0.4095304711544127
221,221,32,female,primary,self_employed,0.0
222,222,57,male,secondary,agriculture,0.0
223,223,43,male,primary,salaried_private,0.5592436571746681
224,224,73,female,primary,self_employed,0.537719535597667
225,225,63,male,none,student,0.5190594890311366
226,226,65,female,none,salaried_govt,0.3032617319812224
227,227,44,male,none,agriculture,0.23890575893792065
228,228,69,female,postgraduate,self_employed,0.7994883524988495
229,229,62,male,none,salaried_private,0.23030077829376377
230,230,22,male,graduate,student,0.2680365585840205
231,231,22,female,postgraduate,salaried_govt,0.6672297751388717
232,232,70,female,primary,salaried_govt,0.02276074771521419
233,233,48,male,postgraduate,salaried_private,0.6075280787923941
234,234,20,female,none,unemployed,0.1268552667613523
235,235,54,female,secondary,informal_trade,0.7136658226123438
236,236,29,female,primary,salaried_private,0.5579865354045979
237,237,46,female,postgraduate,unemployed,0.6045015578618719
238,238,57,male,primary,salaried_govt,0.0
239,239,29,male,primary,unemployed,0.3519921035236752
240,240,25,male,postgraduate,unemployed,0.5284657171040281
241,241,34,male,secondary,salaried_private,0.18509414951649356
242,242,35,male,secondary,student,0.14689209463397718
243,243,25,female,none,informal_trade,0.2805088603058917
244,244,47,male,graduate,salaried_govt,0.6793476975745394
245,245,18,male,primary,student,0.6151799374824869
246,246,58,female,secondary,salaried_private,0.46469860570553273
247,247,46,male,secondary,salaried_private,0.4686093981268397
248,248,45,male,secondary,salaried_private,0.5397373405083892
249,249,59,female,postgraduate,informal_trade,0.3823751032813024
250,250,19,male,graduate,salaried_private,0.26467737043932865
251,251,66,male,secondary,unemployed,0.2612080597879003
252,252,53,female,secondary,agriculture,0.0
253,253,19,male,graduate,student,0.6865794480147172
254,254,20,female,graduate,self_employed,0.4150049147174109
255,255,18,male,graduate,salaried_private,0.35363381126654414
256,256,63,male,postgraduate,informal_trade,0.516541321313557
257,257,66,female,graduate,informal_trade,0.0
258,258,51,female,postgraduate,agriculture,0.9356525207571958
259,259,52,female,postgraduate,unemployed,0.5338764438137263
260,260,19,female,graduate,salaried_govt,0.6021980394165996
261,261,47,male,secondary,agriculture,0.33234638515786863
262,262,24,female,primary,agriculture,0.0
263,263,66,male,secondary,agriculture,0.14006059593079984
264,264,61,male,primary,unemployed,0.09045857218218077
265,265,38,male,primary,informal_trade,0.11336811469230312
266,266,47,female,secondary,agriculture,0.0
267,267,36,female,postgraduate,self_employed,0.588607193468968
268,268,39,male,none,agriculture,0.1840859016511076
269,269,43,female,none,agriculture,0.1728719798051555
270,270,42,female,graduate,student,0.47316390651653895
271,271,65,female,none,informal_trade,0.603718986366675
272,272,59,female,secondary,unemployed,0.40227249986360786
273,273,60,female,secondary,agriculture,0.513529553176986
274,274,72,female,graduate,agriculture,0.6416877057106616
275,275,53,female,none,salaried_private,0.5026831044036261
276,276,18,male,primary,salaried_govt,0.25593828169122773
277,277,47,female,secondary,salaried_private,0.3935497403545456
278,278,56,female,secondary,self_employed,0.40547665504922153
279,279,73,male,graduate,unemployed,0.0
280,280,53,female,secondary,salaried_govt,0.06615114520680962
281,281,33,female,primary,informal_trade,0.16069890306981954
282,282,58,female,primary,salaried_private,0.6274122029545102
283,283,27,male,postgraduate,salaried_govt,0.3665953434177557
284,284,59,male,graduate,agriculture,0.13451784361652075
285,285,46,male,primary,informal_trade,0.04013155499259506
286,286,47,male,graduate,student,0.39737153493125094
287,287,36,female,secondary,salaried_private,0.48423912365277466
288,288,70,female,secondary,unemployed,0.473769258290386
289,289,74,male,none,salaried_private,0.6511152296670975
290,290,63,female,secondary,salaried_private,0.13425762088950347
291,291,49,female,secondary,agriculture,0.6835160940511931
292,292,61,male,none,self_employed,0.1414276269209598
293,293,37,male,graduate,informal_trade,0.1109418264754091
294,294,67,female,postgraduate,salaried_govt,0.48844128083215027
295,295,43,male,postgraduate,unemployed,0.673608702316363
296,296,69,female,secondary,student,0.08943904138335435
297,297,61,male,primary,agriculture,0.6179522740213228
298,298,58,female,secondary,agriculture,0.12917472786740233
299,299,66,male,primary,salaried_private,0.4414998355677963
300,300,63,female,primary,informal_trade,0.6640748585039118
301,301,51,male,secondary,unemployed,0.7514266434964647
302,302,44,male,graduate,unemployed,0.5705362798283737
303,303,36,female,none,salaried_govt,0.0
304,304,34,male,secondary,informal_trade,0.531912047015281
305,305,33,male,primary,student,0.19441803983650324
306,306,67,male,secondary,unemployed,0.4415912283906045
307,307,44,male,none,agriculture,0.17946126867535597
308,308,61,male,primary,unemployed,0.29109411022967097
309,309,57,male,none,informal_trade,0.11090175675848743
310,310,53,male,primary,unemployed,0.20365969174675114
311,311,74,female,none,salaried_govt,0.0026541991697981437
312,312,57,female,secondary,salaried_private,0.24337738016605928
313,313,68,female,graduate,salaried_private,0.5721857134607867
314,314,71,female,primary,agriculture,0.03141175015622931
315,315,41,female,postgraduate,agriculture,0.5813168820176844
316,316,36,male,primary,student,0.391956276849279
317,317,74,male,secondary,informal_trade,0.3818642604900333
318,318,37,female,none,unemployed,0.1375473962020842
319,319,50,female,secondary,salaried_private,0.1774351482088592
320,320,55,female,postgraduate,informal_trade,0.6763752835272233
321,321,45,male,postgraduate,informal_trade,0.5598857614802776
322,322,43,female,none,salaried_private,0.1470127844125045
323,323,31,female,secondary,informal_trade,0.46059664788738475
324,324,62,male,secondary,student,0.47496892246364036
325,325,18,male,graduate,informal_trade,0.40491820295630065
326,326,33,male,postgraduate,self_employed,0.3003281895318176
327,327,46,female,none,salaried_private,0.33849217946106946
328,328,24,female,primary,unemployed,0.0
329,329,52,male,postgraduate,self_employed,0.9848182613225995
330,330,68,female,secondary,salaried_private,0.6769367062167632
331,331,26,female,primary,student,0.45761085106922483
332,332,56,female,postgraduate,agriculture,0.6691440421075062
333,333,65,male,graduate,self_employed,0.32592666442418555
334,334,60,female,primary,informal_trade,0.2284679167994046
335,335,20,male,secondary,salaried_private,0.205012154414148
336,336,69,female,graduate,salaried_govt,0.0754284462787681
337,337,53,female,graduate,student,0.29994717553326183
338,338,41,female,secondary,unemployed,0.07200549288708141
339,339,24,male,graduate,salaried_private,0.6073565363400008
340,340,38,male,none,student,0.27032398818925124
341,341,28,female,primary,agriculture,0.0
342,342,60,female,primary,salaried_private,0.534095956225959
343,343,35,female,graduate,salaried_govt,0.3159429073555327
344,344,20,female,graduate,salaried_private,0.6162147101478287
345,345,42,female,graduate,unemployed,0.2905456072981561
346,346,59,male,postgraduate,self_employed,0.5117514911654033
347,347,70,male,secondary,informal_trade,0.3567682607647431
348,348,28,male,postgraduate,student,0.35125744542252124
349,349,49,female,graduate,agriculture,0.4881036813358577
350,350,44,male,primary,agriculture,0.6045931115498322
351,351,65,male,none,salaried_govt,0.0
352,352,27,male,primary,self_employed,0.7778542169216816
353,353,24,female,secondary,unemployed,0.4514889323561862
354,354,62,male,graduate,salaried_private,0.28730656419506784
355,355,38,male,primary,agriculture,0.7272863766249037
356,356,74,female,graduate,informal_trade,0.8103620294379876
357,357,38,female,graduate,informal_trade,0.0
358,358,23,female,secondary,self_employed,0.4565071107961598
359,359,31,male,none,salaried_govt,0.21193501580425378
360,360,59,female,none,student,0.24870635736346358
361,361,55,female,secondary,salaried_govt,0.5530109029203025
362,362,58,female,postgraduate,informal_trade,1.0
363,363,20,female,graduate,self_employed,0.8962044859953465
364,364,71,female,graduate,salaried_private,0.4009238464894965
365,365,55,male,graduate,salaried_private,0.5333024491121746
366,366,55,male,graduate,student,0.5984783745872917
367,367,22,female,secondary,informal_trade,0.5850948347570204
368,368,74,female,none,informal_trade,0.0
369,369,56,male,postgraduate,informal_trade,0.3706382470658172
370,370,19,male,graduate,self_employed,0.7833988206117932
371,371,67,male,primary,self_employed,0.3227961957441156
372,372,20,male,none,agriculture,0.3036109842696105
373,373,44,male,postgraduate,unemployed,0.5814522974215818
374,374,32,male,graduate,unemployed,1.0
375,375,51,female,none,informal_trade,0.4959412544472096
376,376,64,male,postgraduate,unemployed,0.491025978105782
377,377,18,male,primary,salaried_private,0.553016137650933
378,378,47,female,graduate,agriculture,0.44039684225931675
379,379,73,female,postgraduate,informal_trade,0.39022302366638456
380,380,68,male,secondary,salaried_govt,0.5790443668963032
381,381,43,female,primary,salaried_govt,0.421226180677166
382,382,37,female,none,student,0.24769917949263848
383,383,43,female,none,self_employed,0.32184824431837467
384,384,31,female,postgraduate,self_employed,0.5000622903157631
385,385,34,male,none,salaried_govt,0.18704476008620113
386,386,56,male,none,informal_trade,0.4205520033541714
387,387,37,female,secondary,salaried_govt,0.36229336985748795
388,388,54,male,primary,salaried_govt,0.5601562512744322
389,389,74,male,primary,salaried_private,0.714927227244215
390,390,49,female,secondary,unemployed,0.5042136975931051
391,391,18,female,none,student,0.2048219358505613
392,392,52,female,primary,salaried_private,0.5211459203483875
393,393,36,male,none,informal_trade,0.4702586460358139
394,394,29,female,secondary,informal_trade,0.2397937556721757
395,395,20,male,postgraduate,informal_trade,0.4497199957685546
396,396,66,male,primary,salaried_private,0.07620379140151268
397,397,27,female,secondary,student,0.401803883626529
398,398,53,female,primary,salaried_private,0.43279938177700866
399,399,55,male,none,student,0.14805389773455965
400,400,55,male,none,self_employed,0.25501155593071095
401,401,72,female,graduate,self_employed,0.6456804295357014
402,402,58,male,none,student,0.1486072038164983
403,403,36,female,graduate,self_employed,0.629380208584319
404,404,73,male,secondary,informal_trade,0.25095780127683237
405,405,29,male,primary,informal_trade,0.4356754974310492
406,406,29,male,secondary,self_employed,0.0
407,407,67,female,postgraduate,agriculture,0.2983331870318048
408,408,31,female,secondary,informal_trade,0.009160520037453018
409,409,27,female,secondary,self_employed,0.7887772893281766
410,410,22,female,secondary,unemployed,0.8689028270953436
411,411,59,male,secondary,student,0.002215958994677192
412,412,58,male,none,salaried_private,0.0
413,413,23,male,graduate,agriculture,0.4430457260330653
414,414,25,female,secondary,salaried_private,0.23980431635526106
415,415,72,female,primary,salaried_private,0.25217834154571167
416,416,27,male,primary,student,0.28502189920432497
417,417,61,male,secondary,agriculture,0.6099961915464018
418,418,53,female,secondary,salaried_private,0.5398438031591246
419,419,37,female,none,salaried_govt,0.24855738996300775
420,420,61,male,secondary,agriculture,0.8727517439110486
421,421,72,female,graduate,unemployed,0.451150423392254
422,422,44,male,primary,student,0.5092217910086139
423,423,38,female,none,self_employed,0.39388557477994895
424,424,22,male,graduate,student,0.4429275276653161
425,425,49,male,graduate,agriculture,0.0730899798998728
426,426,59,female,secondary,unemployed,0.013158860534833089
427,427,22,female,primary,agriculture,0.7967185290455416
428,428,58,male,primary,salaried_govt,0.4813850623760788
429,429,22,female,secondary,salaried_private,0.35968587174941347
430,430,69,female,secondary,unemployed,0.3354292722651171
431,431,29,male,none,self_employed,0.5917199727177115
432,432,47,female,primary,student,0.2577016827014529
433,433,37,male,graduate,salaried_govt,0.37863391165389476
434,434,53,female,secondary,informal_trade,0.6661926404477152
435,435,25,female,primary,self_employed,0.27896551727396124
436,436,37,female,none,salaried_private,0.11525417784703884
437,437,26,female,postgraduate,salaried_govt,0.1533392363768224
438,438,61,female,graduate,agriculture,0.5382554458662738
439,439,21,male,none,student,0.15253950188882232
440,440,54,male,none,self_employed,0.0
441,441,18,male,primary,student,0.2943840821581698
442,442,66,female,primary,salaried_private,0.14647120509826955
443,443,42,male,none,unemployed,0.29367622097530693
444,444,36,female,none,unemployed,0.2870075183548353
445,445,67,male,graduate,informal_trade,0.7121809782691104
446,446,30,male,secondary,salaried_private,0.9930658495482562
447,447,24,male,none,student,0.22540322219608383
448,448,19,female,secondary,salaried_private,0.9781526497304198
449,449,34,male,primary,agriculture,0.3753034488546738
450,450,54,male,graduate,salaried_private,0.7209390970928724
451,451,31,female,graduate,agriculture,0.7733946025472677
452,452,67,female,primary,agriculture,0.11556280829522067
453,453,38,female,graduate,student,0.30243097025220234
454,454,21,male,postgraduate,unemployed,0.7420316760247094
455,455,46,female,primary,agriculture,0.7134028548051424
456,456,40,female,postgraduate,salaried_govt,1.0
457,457,57,male,secondary,informal_trade,0.6600756815501249
458,458,22,male,none,unemployed,0.5849483990944083
459,459,74,female,primary,informal_trade,0.6624772315929799
460,460,54,female,postgraduate,informal_trade,0.5476511057846984
461,461,70,female,graduate,student,0.2181671821762255
462,462,44,male,secondary,salaried_govt,0.5627325438456892
463,463,64,male,graduate,student,0.45852694563928625
464,464,64,male,secondary,student,0.1307281747782932
465,465,62,male,secondary,unemployed,0.11730717836145871
466,466,60,male,primary,informal_trade,0.03528155254895972
467,467,62,female,graduate,agriculture,0.33782971845131393
468,468,50,female,secondary,informal_trade,0.6227274535295942
469,469,20,male,secondary,self_employed,0.16236706265954867
470,470,67,female,graduate,agriculture,0.1253912758284287
471,471,72,female,secondary,unemployed,0.003014396749076109
472,472,20,male,secondary,self_employed,0.7026927107441808
473,473,54,female,primary,agriculture,0.5452748065856955
474,474,48,female,graduate,salaried_private,0.41362349102562135
475,475,74,male,none,self_employed,0.2766622961972149
476,476,73,female,primary,salaried_govt,0.2571386068745789
477,477,35,female,secondary,agriculture,0.08739968312070076
478,478,74,male,secondary,unemployed,0.40145935990477416
479,479,33,male,graduate,self_employed,0.48711464866661763
480,480,46,female,primary,unemployed,0.1310337615640221
481,481,73,female,graduate,student,0.8027316847729996
482,482,68,female,secondary,salaried_private,0.20267316434907884
483,483,26,male,graduate,self_employed,0.499422952591726
484,484,69,male,primary,unemployed,0.10141049589189802
485,485,18,female,secondary,self_employed,0.5891047893440362
486,486,19,female,graduate,self_employed,0.6572559301585288
487,487,47,male,primary,unemployed,0.1979546289436938
488,488,27,male,none,student,0.46793460244732765
489,489,33,male,postgraduate,informal_trade,0.9510482534697906
490,490,35,male,none,informal_trade,0.16250344664679414
491,491,31,female,none,salaried_private,0.07389098343437384
492,492,55,female,secondary,unemployed,0.7606425656907017
493,493,70,male,postgraduate,unemployed,0.2852202283313559
494,494,51,female,none,salaried_private,0.2952206394344248
495,495,46,male,none,student,0.37696439407634574
496,496,51,female,secondary,salaried_govt,0.596574575695922
497,497,38,female,graduate,self_employed,0.30948976815655815
498,498,34,female,secondary,salaried_govt,0.3311052833770492
499,499,54,male,graduate,informal_trade,0.37236223745446845
500,500,53,female,graduate,informal_trade,0.30594795934530333
501,501,57,male,postgraduate,self_employed,0.7172953387397942
502,502,73,female,secondary,student,0.334551396312805
503,503,23,male,postgraduate,student,1.0
504,504,45,female,primary,informal_trade,0.5725918815171378
505,505,40,female,primary,self_employed,0.11730423325808302
506,506,18,male,primary,student,0.9494091847269799
507,507,74,male,none,salaried_private,0.2172965622286741
508,508,56,male,none,student,0.2148352296009287
509,509,47,female,secondary,student,0.21739074823616023
510,510,24,female,none,salaried_govt,0.4363242294258526
511,511,38,male,secondary,salaried_private,0.2703774175744507
512,512,37,male,secondary,informal_trade,0.2141436463397422
513,513,44,male,primary,self_employed,0.541256095320987
514,514,66,female,secondary,agriculture,0.37553894502689633
515,515,20,male,primary,salaried_govt,0.15877518128196141
516,516,38,male,secondary,informal_trade,0.32716782965719526
517,517,63,male,graduate,salaried_govt,0.22709694049771512
518,518,35,female,secondary,student,0.16205543754273657
519,519,70,female,secondary,student,0.4451021722720064
520,520,71,female,graduate,salaried_private,0.514913983632552
521,521,21,female,graduate,self_employed,0.3386683059284152
522,522,35,male,none,salaried_govt,0.10422706288690353
523,523,74,male,primary,student,0.012100144921515316
524,524,51,male,postgraduate,student,0.3615983827672664
525,525,48,female,none,agriculture,0.15991291720096198
526,526,63,male,primary,salaried_private,0.33750413225520076
527,527,39,male,secondary,salaried_private,0.7964289633230979
528,528,62,female,graduate,agriculture,0.4291419799257385
529,529,21,female,secondary,salaried_govt,0.1603641728929903
530,530,68,male,none,student,0.34377499250357124
531,531,62,male,secondary,unemployed,0.0
532,532,24,female,primary,agriculture,0.1834523351240925
533,533,72,male,none,salaried_private,0.5442115115571724
534,534,25,male,secondary,student,0.20932471887803444
535,535,48,female,none,agriculture,0.22481533930312703
536,536,72,male,secondary,student,0.5667854476282537
537,537,38,female,secondary,student,0.6818743655056547
538,538,58,male,primary,salaried_private,0.1221616023512928
539,539,32,female,primary,student,0.700008884976416
540,540,58,female,graduate,self_employed,0.16577959019250843
541,541,28,female,primary,salaried_govt,0.3141524101533056
542,542,45,male,secondary,agriculture,0.7106290491461598
543,543,62,female,secondary,informal_trade,0.6576847528585361
544,544,64,female,primary,informal_trade,0.7468047375193704
545,545,66,female,secondary,unemployed,0.8105908418290219
546,546,56,male,none,informal_trade,0.601932642116396
547,547,41,male,graduate,unemployed,0.19020454359789435
548,548,36,male,secondary,unemployed,0.24062548494712704
549,549,64,male,primary,salaried_govt,0.31496231391905993
550,550,22,male,primary,student,0.45226713585546996
551,551,27,female,postgraduate,student,0.8950582778906332
552,552,36,male,primary,student,0.23193934291762497
